"X","full_name","resale_price","registered_year","engine_capacity","insurance","transmission_type","kms_driven","owner_type","fuel_type","max_power","seats","mileage","body_type","city"
10975,"2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV","₹ 5.75 Lakh","2018","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","81.86bhp",5,"18.9 kmpl","Hatchback","Bangalore"
10976,"2019 Toyota Etios 1.4 GD","₹ 7.20 Lakh","2019","1364 cc","Third Party insurance","Manual","1,20,000 Kms","First Owner","Diesel","67.05bhp",5,"23.59 kmpl","Sedan","Bangalore"
10987,"2019 Hyundai i20 Diesel Magna","₹ 7.20 Lakh","2019","1396 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Diesel","88.76bhp",5,"22.54 kmpl","Hatchback","Bangalore"
11006,"2018 Skoda Octavia 2.0 TDI MT Style","₹ 16 Lakh","2018","1968 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Diesel","141bhp",5,"21 kmpl","Sedan","Bangalore"
11012,"2018 Datsun RediGO 1.0 S","₹ 3 Lakh","2018","999 cc","Third Party insurance","Manual","50,000 Kms","Second Owner","Petrol","67bhp",5,"22.5 kmpl","Hatchback","Bangalore"
11026,"2018 Maruti Swift VXI 2018","₹ 6.49 Lakh","2018","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","81.80bhp",5,"22 kmpl","Hatchback","Bangalore"
11043,"2018 Maruti Vitara Brezza VDi","₹ 6 Lakh","2018","1248 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Bangalore"
11045,"2018 Ford Ecosport 1.0 Ecoboost Titanium Plus BSIV","₹ 9 Lakh","2018","999 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Petrol","123.24bhp",5,"18.88 kmpl","SUV","Bangalore"
11047,"2018 Hyundai Creta 1.6 CRDi SX Option","₹ 13.50 Lakh","2018","1582 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Diesel","126.2bhp",5,"19.67 kmpl","SUV","Bangalore"
11050,"2020 Skoda Rapid 1.0 TSI Ambition AT","₹ 10.25 Lakh","2020","999 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","108.62bhp",5,"16.24 kmpl","Sedan","Bangalore"
11106,"2019 Renault Duster 1.5 Petrol RXE","₹ 9 Lakh","2019","1498 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","104.5bhp",5,"14.19 kmpl","SUV","Bangalore"
11108,"2018 Ford Ecosport 1.5 Diesel Titanium BSIV","₹ 9.75 Lakh","2018","1498 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","98.96bhp",5,"23 kmpl","SUV","Bangalore"
11144,"2018 Ford Figo 1.2P Titanium Plus MT","₹ 5 Lakh","2018","1196 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Petrol","86.8bhp",5,"18.16 kmpl","Hatchback","Bangalore"
11159,"2020 Jeep Compass 2.0 Limited Plus 4X4","₹ 22 Lakh","2020","1956 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","170.63bhp",5,"16.3 kmpl","SUV","Bangalore"
11180,"2018 Mahindra TUV 300 Plus P8 BSIV","₹ 8.95 Lakh","2018","2179 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Diesel","120bhp",9,"18.49 kmpl","SUV","Bangalore"
11181,"2020 Honda Amaze S Diesel","₹ 7.50 Lakh","2020","1498 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","98.63bhp",5,"24.7 kmpl","Sedan","Bangalore"
11185,"2020 Hyundai Grand i10 Nios AMT Magna","₹ 5.70 Lakh","2020","1197 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","81.86bhp",5,"20.7 kmpl","Hatchback","Bangalore"
11232,"2018 Honda BR-V i-VTEC V MT","₹ 7 Lakh","2018","1497 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","117.3bhp",7,"15.4 kmpl","SUV","Bangalore"
11708,"2019 Maruti Ciaz Alpha 1.5","₹ 9.21 Lakh","2019","1498 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Diesel","93.87bhp",5,"26.82 kmpl","Sedan","Mumbai"
11739,"2019 Tata Nexon 1.5 Revotorq XZ Plus","₹ 7.50 Lakh","2019","1497 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","Diesel","108.5bhp",5,"21.5 kmpl","SUV","Mumbai"
11752,"2019 Maruti Vitara Brezza ZDi AMT","₹ 10.20 Lakh","2019","1248 cc","Third Party insurance","Automatic","60,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Mumbai"
11756,"2020 Maruti Ertiga VXI","₹ 9.25 Lakh","2020","1462 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","Petrol","103.26bhp",7,"19.01 kmpl","MUV","Mumbai"
11768,"2018 Hyundai i20 Active 1.2","₹ 7.60 Lakh","2018","1197 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","81.86bhp",5,"17.19 kmpl","Hatchback","Mumbai"
11772,"2018 BMW 5 Series 520d Luxury Line","₹ 36 Lakh","2018","1995 cc","Third Party insurance","Automatic","40,000 Kms","Second Owner","Diesel","187.74bhp",5,"20.37 kmpl","Sedan","Mumbai"
11786,"2020 Tata Altroz XZ BSVI","₹ 7 Lakh","2020","1199 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","86.83bhp",5,"19.33 kmpl","Hatchback","Mumbai"
11839,"2018 Ford Ecosport Signature Edition Diesel BSIV","₹ 8.50 Lakh","2018","1498 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Diesel","98.96bhp",5,"23 kmpl","SUV","Mumbai"
11841,"2018 Maruti Ciaz 1.4 AT Alpha","₹ 8 Lakh","2018","1373 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","91.1bhp",5,"19.12 kmpl","Sedan","Mumbai"
11872,"2018 Honda City i-VTEC VX","₹ 8.75 Lakh","2018","1497 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Petrol","117.6bhp",5,"17.4 kmpl","Sedan","Mumbai"
11890,"2019 Ford Endeavour 3.2 Titanium AT 4X4","₹ 32 Lakh","2019","3198 cc","Third Party insurance","Automatic","90,000 Kms","First Owner","Diesel","197bhp",7,"10.91 kmpl","SUV","Mumbai"
11905,"2020 Kia Seltos HTK Plus G","₹ 13.75 Lakh","2020","1497 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","113.43bhp",5,"16.8 kmpl","SUV","Mumbai"
11907,"2020 Tata Nexon XZA Plus (O) AMT","₹ 9.50 Lakh","2020","1199 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Petrol","118.36bhp",5,"16.35 kmpl","SUV","Mumbai"
12006,"2018 Hyundai Creta 1.6 SX Dual Tone Diesel","₹ 11 Lakh","2018","1582 cc","Third Party insurance","Manual","1,20,000 Kms","First Owner","Diesel","126.2bhp",5,"20.5 kmpl","SUV","Mumbai"
12007,"2018 Mahindra XUV500 W11 Option AT BSIV","₹ 13.50 Lakh","2018","2179 cc","Third Party insurance","Automatic","70,000 Kms","First Owner","Diesel","152.87bhp",7,"15.1 kmpl","SUV","Mumbai"
12022,"2018 Nissan Micra Active XV","₹ 3.50 Lakh","2018","1198 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","67.04bhp",5,"19.69 kmpl","Hatchback","Mumbai"
12024,"2020 Maruti XL6 Zeta","₹ 9.50 Lakh","2020","1462 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","103.2bhp",6,"19.01 kmpl","MUV","Mumbai"
12025,"2019 Maruti Swift Dzire AMT VXI BS IV","₹ 6.80 Lakh","2019","1197 cc","Third Party insurance","Automatic","10,000 Kms","First Owner","Petrol","81.80bhp",5,"22 kmpl","Sedan","Mumbai"
12039,"2020 Maruti Ciaz Delta BSVI","₹ 8.50 Lakh","2020","1462 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","103.25bhp",5,"20.65 kmpl","Sedan","Mumbai"
12041,"2018 Maruti Baleno 1.2 Delta","₹ 5.50 Lakh","2018","1197 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Mumbai"
12054,"2020 Kia Sonet HTX Plus Diesel BSVI","₹ 11.50 Lakh","2020","1493 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Diesel","98.63bhp",5,"","SUV","Mumbai"
12055,"2018 Tata Nexon 1.2 Revotron XM","₹ 6.35 Lakh","2018","1198 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","108.5bhp",5,"17 kmpl","SUV","Mumbai"
12058,"2020 Ford Ecosport Sports Diesel","₹ 11.50 Lakh","2020","1498 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","98.96bhp",5,"21.7 kmpl","SUV","Mumbai"
12077,"2019 Ford Ecosport 1.5 Petrol Titanium Plus BSIV","₹ 8.20 Lakh","2019","1497 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","121.36bhp",5,"17 kmpl","SUV","Mumbai"
12078,"2018 Maruti Vitara Brezza ZDi Plus","₹ 8.50 Lakh","2018","1248 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Mumbai"
12094,"2020 Maruti Wagon R CNG LXI","₹ 5.70 Lakh","2020","998 cc","Third Party insurance","Manual","50,000 Kms","First Owner","CNG","58.33bhp",5,"32.52 kmpl","Hatchback","Mumbai"
12095,"2018 Jeep Compass 2.0 Limited","₹ 11.45 Lakh","2018","1956 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","Diesel","170bhp",5,"17.1 kmpl","SUV","Mumbai"
12108,"2018 Maruti Baleno 1.2 Zeta","₹ 6.25 Lakh","2018","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Mumbai"
12127,"2019 Honda Amaze VX CVT Diesel BSIV","₹ 6.50 Lakh","2019","1498 cc","Third Party insurance","Automatic","60,000 Kms","Second Owner","Diesel","78.9bhp",5,"23.8 kmpl","Sedan","Mumbai"
12133,"2019 Maruti Baleno 1.2 Delta","₹ 6.75 Lakh","2019","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Mumbai"
12146,"2020 Hyundai Venue SX Plus Turbo DCT BSIV","₹ 10 Lakh","2020","998 cc","Third Party insurance","Automatic","30,000 Kms","Second Owner","Petrol","118.35bhp",5,"18.15 kmpl","SUV","Mumbai"
12148,"2019 Jeep Compass 1.4 Sport Plus BSIV","₹ 11 Lakh","2019","1368 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","160bhp",5,"16 kmpl","SUV","Mumbai"
12170,"2018 Hyundai Creta 1.4 CRDi S Plus","₹ 12.50 Lakh","2018","1396 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","Diesel","88.7bhp",5,"21.38 kmpl","SUV","Mumbai"
12188,"2018 Volkswagen Polo GT TSI","₹ 5.25 Lakh","2018","1197 cc","Third Party insurance","Automatic","1,00,000 Kms","First Owner","Petrol","103.5bhp",5,"17.21 kmpl","Hatchback","Mumbai"
12219,"2018 Renault KWID RXT","₹ 2.60 Lakh","2018","799 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","53.3bhp",5,"25.17 kmpl","Hatchback","Mumbai"
12225,"2019 Mahindra TUV 300 T10 BSIV","₹ 9.20 Lakh","2019","1493 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","100bhp",7,"18.49 kmpl","SUV","Mumbai"
12226,"2019 Maruti Alto 800 CNG LXI","₹ 3.40 Lakh","2019","796 cc","Third Party insurance","Manual","50,000 Kms","First Owner","CNG","40.3bhp",5,"33.44 kmpl","Hatchback","Mumbai"
12239,"2018 Maruti Wagon R LXI CNG","₹ 3.50 Lakh","2018","998 cc","Third Party insurance","Manual","50,000 Kms","Second Owner","CNG","58.16bhp",5,"26.6 kmpl","Hatchback","Mumbai"
12258,"2018 Maruti Vitara Brezza ZDi Plus AMT","₹ 9.75 Lakh","2018","1248 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Mumbai"
12271,"2018 Hyundai Santro Sportz CNG BSIV","₹ 4.50 Lakh","2018","1086 cc","Third Party insurance","Manual","1,10,000 Kms","First Owner","CNG","58bhp",5,"30.48 km/kg","Hatchback","Mumbai"
12277,"2020 Honda City VX CVT","₹ 14.22 Lakh","2020","1497 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","117.6bhp",5,"17.4 kmpl","Sedan","Mumbai"
12287,"2019 Maruti Celerio VXI CNG BSIV","₹ 4.50 Lakh","2019","998 cc","Third Party insurance","Manual","1,10,000 Kms","First Owner","CNG","58.33bhp",5,"31.79 kmpl","Hatchback","Mumbai"
12288,"2020 Hyundai Venue SX Turbo","₹ 10 Lakh","2020","998 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","118.35bhp",5,"18.27 kmpl","SUV","Mumbai"
12308,"2018 Audi Q3 35 TDI Quattro Premium Plus","₹ 22 Lakh","2018","1968 cc","Third Party insurance","Automatic","90,000 Kms","First Owner","Diesel","181bhp",5,"15.17 kmpl","SUV","Mumbai"
12327,"2020 Honda WR-V i-DTEC VX","₹ 10.50 Lakh","2020","1498 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","98.6bhp",5,"25.5 kmpl","SUV","Mumbai"
12361,"2019 Maruti Swift Dzire ZXI Plus","₹ 7.85 Lakh","2019","1197 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Sedan","Mumbai"
12382,"2018 Hyundai Elite i20 2018 Diesel Asta Option","₹ 7.75 Lakh","2018","1396 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Diesel","88.73bhp",5,"22.54 kmpl","Hatchback","Mumbai"
12384,"2018 Tata Tiago 1.2 Revotron XT","₹ 4.15 Lakh","2018","1199 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","84bhp",5,"23.84 kmpl","Hatchback","Mumbai"
12403,"2018 Tata Tiago 1.2 Revotron XT","₹ 4.25 Lakh","2018","1199 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","84bhp",5,"23.84 kmpl","Hatchback","Mumbai"
12405,"2018 Tata Nexon 1.5 Revotorq XZ Plus","₹ 8 Lakh","2018","1497 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Diesel","108.5bhp",5,"21.5 kmpl","SUV","Mumbai"
12406,"2020 Kia Seltos GTX Plus Diesel AT","₹ 17 Lakh","2020","1493 cc","Third Party insurance","Automatic","40,000 Kms","First Owner","Diesel","113.43bhp",5,"18 kmpl","SUV","Mumbai"
12418,"2019 Jeep Compass 2.0 Longitude BSIV","₹ 14.50 Lakh","2019","1956 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Diesel","170bhp",5,"17.1 kmpl","SUV","Mumbai"
12423,"2020 Maruti Wagon R CNG LXI","₹ 5.20 Lakh","2020","998 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","CNG","58.33bhp",5,"32.52 kmpl","Hatchback","Mumbai"
12440,"2018 Honda Amaze S i-VTEC","₹ 6.20 Lakh","2018","1198 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","86.7bhp",5,"17.8 kmpl","Sedan","Mumbai"
12457,"2018 Volvo V90 Cross Country D5 Inscription BSIV","₹ 46.50 Lakh","2018","1969 cc","Third Party insurance","Automatic","40,000 Kms","Second Owner","Diesel","235bhp",5,"12.5 kmpl","Wagon","Mumbai"
12460,"2019 Maruti Swift Dzire VXI 1.2 BS IV","₹ 6.75 Lakh","2019","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","81.80bhp",5,"22 kmpl","Sedan","Mumbai"
12473,"2018 Hyundai i20 1.2 Spotz","₹ 6 Lakh","2018","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","81.83bhp",5,"18.6 kmpl","Hatchback","Mumbai"
12474,"2018 Volvo V90 Cross Country D5 Inscription BSIV","₹ 46.50 Lakh","2018","1969 cc","Third Party insurance","Automatic","40,000 Kms","Second Owner","Diesel","235bhp",5,"12.5 kmpl","Wagon","Mumbai"
12513,"2018 Maruti Baleno 1.2 CVT Delta","₹ 8 Lakh","2018","1197 cc","Third Party insurance","Automatic","10,000 Kms","First Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Mumbai"
12514,"2018 Volkswagen Passat 2.0 TDI AT Highline","₹ 15.50 Lakh","2018","1968 cc","Third Party insurance","Automatic","80,000 Kms","Second Owner","Diesel","175bhp",5,"17.42 kmpl","Sedan","Mumbai"
12533,"2020 Maruti Swift Dzire VXI BSVI","₹ 5.60 Lakh","2020","1197 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","88.50bhp",5,"22.41 kmpl","Sedan","Mumbai"
12565,"2018 Honda City i-VTEC CVT VX","₹ 8.25 Lakh","2018","1497 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Petrol","117.6bhp",5,"18 kmpl","Sedan","Mumbai"
12584,"2019 Hyundai i20 Asta Option CVT BSIV","₹ 7.80 Lakh","2019","1197 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","81.86bhp",5,"17.4 kmpl","Hatchback","Mumbai"
12586,"2018 Volkswagen Polo GT TSI","₹ 7.30 Lakh","2018","1197 cc","Third Party insurance","Automatic","30,000 Kms","Second Owner","Petrol","103.5bhp",5,"17.21 kmpl","Hatchback","Mumbai"
12602,"2019 Hyundai i20 Petrol Asta Option","₹ 7 Lakh","2019","1197 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Petrol","81.86bhp",5,"18.6 kmpl","Hatchback","Mumbai"
12605,"2020 MG Hector Plus Sharp DCT","₹ 15 Lakh","2020","1451 cc","Third Party insurance","Automatic","30,000 Kms","Second Owner","Petrol","141bhp",6,"11.67 kmpl","SUV","Mumbai"
12621,"2019 Honda City i-VTEC ZX","₹ 9.50 Lakh","2019","1497 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","117.6bhp",5,"17.14 kmpl","Sedan","Mumbai"
12622,"2018 Maruti Ertiga VXI AT Petrol","₹ 6.45 Lakh","2018","1462 cc","Third Party insurance","Automatic","70,000 Kms","Third Owner","Petrol","103bhp",7,"18.69 kmpl","MUV","Mumbai"
12637,"2020 Tata Tiago XZA AMT","₹ 6.60 Lakh","2020","1199 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","84.82bhp",5,"20.09 kmpl","Hatchback","Mumbai"
12644,"2020 Maruti Wagon R LXI Opt","₹ 5.30 Lakh","2020","998 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","67.05bhp",5,"21.79 kmpl","Hatchback","Mumbai"
12689,"2019 Hyundai i20 Petrol Asta Option","₹ 7 Lakh","2019","1197 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Petrol","81.86bhp",5,"18.6 kmpl","Hatchback","Mumbai"
12692,"2019 Maruti Ertiga ZXI Plus Petrol","₹ 11 Lakh","2019","1462 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","103bhp",7,"19.34 kmpl","MUV","Mumbai"
12704,"2018 Maruti Swift Dzire VDI","₹ 6 Lakh","2018","1248 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Diesel","74.02bhp",5,"28.4 kmpl","Sedan","Mumbai"
12711,"2020 Honda Amaze V Petrol","₹ 7.37 Lakh","2020","1199 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","88.76bhp",5,"18.6 kmpl","Sedan","Mumbai"
12723,"2018 Toyota Fortuner 2.8 2WD MT BSIV","₹ 29 Lakh","2018","2755 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Diesel","174.5bhp",7,"14.24 kmpl","SUV","Mumbai"
12743,"2019 Honda City i-VTEC CVT V","₹ 9 Lakh","2019","1497 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","117.6bhp",5,"18 kmpl","Sedan","Mumbai"
12746,"2018 Renault KWID 1.0 RXT Optional AT 2016-2019","₹ 3 Lakh","2018","999 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Petrol","67bhp",5,"23.01 kmpl","Hatchback","Mumbai"
12751,"2020 Maruti Eeco 7 Seater STD 2020-2022","₹ 4.10 Lakh","2020","1196 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","72.41bhp",7,"16.11 kmpl","Minivans","Mumbai"
12756,"2020 Maruti Ertiga VXI","₹ 10.10 Lakh","2020","1462 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","103.26bhp",7,"19.01 kmpl","MUV","Mumbai"
12761,"2018 Tata Tigor 1.2 Revotron XZ Option","₹ 5 Lakh","2018","1199 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","84bhp",5,"20.3 kmpl","Sedan","Mumbai"
12763,"2020 Jeep Compass 1.4 Limited Plus","₹ 17.50 Lakh","2020","1368 cc","Third Party insurance","Automatic","40,000 Kms","First Owner","Petrol","160.77bhp",5,"14.1 kmpl","SUV","Mumbai"
12764,"2018 BMW 3 Series GT Luxury Line","₹ 32 Lakh","2018","1995 cc","Third Party insurance","Automatic","50,000 Kms","Second Owner","Diesel","188bhp",5,"21.76 kmpl","Sedan","Mumbai"
12766,"2019 Mahindra Marazzo M2 8Str BSIV","₹ 6.15 Lakh","2019","1497 cc","Third Party insurance","Manual","1,50,000 Kms","First Owner","Diesel","121bhp",8,"17.3 kmpl","MUV","Mumbai"
12767,"2020 Tata Nexon XM S BSVI","₹ 8.20 Lakh","2020","1199 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","118.35bhp",5,"17.33 kmpl","SUV","Mumbai"
12769,"2018 Maruti Swift Dzire VXI 1.2","₹ 6.15 Lakh","2018","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Sedan","Mumbai"
12770,"2018 Maruti Ciaz 1.4 Zeta","₹ 6.80 Lakh","2018","1373 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","91.1bhp",5,"20.73 kmpl","Sedan","Mumbai"
12776,"2020 Maruti SX4 S Cross Zeta","₹ 8 Lakh","2020","1462 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","103.25bhp",5,"18.55 kmpl","SUV","Mumbai"
12781,"2020 Maruti Swift Dzire VDI","₹ 7 Lakh","2020","1248 cc","Third Party insurance","Manual","1,20,000 Kms","First Owner","Diesel","74.02bhp",5,"28.4 kmpl","Sedan","Mumbai"
12785,"2019 MG Hector Smart DCT","₹ 12.50 Lakh","2019","1451 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Petrol","141bhp",5,"13.96 kmpl","SUV","Mumbai"
13139,"2019 Maruti Swift VDI","₹ 6.50 Lakh","2019","1248 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Diesel","74bhp",5,"28.4 kmpl","Hatchback","Delhi"
13143,"2018 Jaguar XE Portfolio","₹ 25 Lakh","2018","1999 cc","Third Party insurance","Automatic","40,000 Kms","First Owner","Petrol","246.74bhp",5,"13.5 kmpl","Sedan","Delhi"
13144,"2019 MG Hector Sharp DCT","₹ 12.75 Lakh","2019","1451 cc","Third Party insurance","Automatic","70,000 Kms","First Owner","Petrol","141bhp",5,"13.96 kmpl","SUV","Delhi"
13157,"2018 Jaguar XE Portfolio","₹ 25 Lakh","2018","1999 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","246.74bhp",5,"13.5 kmpl","Sedan","Delhi"
13158,"2019 Hyundai Verna VTVT 1.4 EX","₹ 7.50 Lakh","2019","1368 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","98.6bhp",5,"19.1 kmpl","Sedan","Delhi"
13159,"2018 Hyundai Verna CRDi 1.6 SX Option","₹ 8 Lakh","2018","1582 cc","Third Party insurance","Manual","90,000 Kms","Second Owner","Diesel","126.2bhp",5,"22 kmpl","Sedan","Delhi"
13161,"2020 MG Hector Sharp Diesel Dualtone","₹ 15 Lakh","2020","1956 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","167.68bhp",5,"17.41 kmpl","SUV","Delhi"
13191,"2018 Mahindra Thar CRDe","₹ 7.93 Lakh","2018","2498 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Diesel","105bhp",6,"16.55 kmpl","SUV","Delhi"
13194,"2019 Kia Seltos HTX Diesel","₹ 12 Lakh","2019","1493 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","113.43bhp",5,"20.8 kmpl","SUV","Delhi"
13213,"2018 Ford Freestyle Titanium Petrol BSIV","₹ 4.50 Lakh","2018","1194 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","94.68bhp",5,"19 kmpl","Hatchback","Delhi"
13216,"2020 Hyundai Venue SX Plus Turbo DCT","₹ 11.50 Lakh","2020","998 cc","Third Party insurance","Automatic","10,000 Kms","Second Owner","Petrol","118.35bhp",5,"18.15 kmpl","SUV","Delhi"
13217,"2019 Maruti Vitara Brezza VDi","₹ 8 Lakh","2019","1248 cc","Third Party insurance","Manual","1,20,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Delhi"
13220,"2019 Toyota Fortuner 2.8 2WD AT BSIV","₹ 29.75 Lakh","2019","2755 cc","Third Party insurance","Automatic","50,000 Kms","Second Owner","Diesel","174.5bhp",7,"12.9 kmpl","SUV","Delhi"
13228,"2020 Maruti XL6 Zeta","₹ 8.90 Lakh","2020","1462 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","103.2bhp",6,"19.01 kmpl","MUV","Delhi"
13240,"2019 Tata Tiago 1.2 Revotron XZ","₹ 4.60 Lakh","2019","1199 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Petrol","84bhp",5,"23.84 kmpl","Hatchback","Delhi"
13242,"2018 Hyundai Creta 1.6 SX Option","₹ 10 Lakh","2018","1591 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","121.3bhp",5,"15.8 kmpl","SUV","Delhi"
13247,"2018 Mahindra Thar CRDe","₹ 6.70 Lakh","2018","2498 cc","Third Party insurance","Manual","50,000 Kms","Second Owner","Diesel","105bhp",6,"16.55 kmpl","SUV","Delhi"
13250,"2020 Maruti Alto 800 LXI","₹ 3.15 Lakh","2020","796 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","47.33bhp",5,"22.05 kmpl","Hatchback","Delhi"
13252,"2019 Hyundai i20 Magna Plus Diesel","₹ 5.70 Lakh","2019","1396 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Diesel","88.76bhp",5,"22.54 kmpl","Hatchback","Delhi"
13253,"2020 Maruti Alto 800 LXI","₹ 3.20 Lakh","2020","796 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","47.33bhp",5,"22.05 kmpl","Hatchback","Delhi"
13254,"2018 BMW 7 Series 730Ld DPE Signature","₹ 60 Lakh","2018","2993 cc","Third Party insurance","Automatic","50,000 Kms","Second Owner","Diesel","261.49bhp",5,"16.77 kmpl","Sedan","Delhi"
13261,"2020 MG Hector Plus Smart DCT","₹ 17.50 Lakh","2020","1451 cc","Third Party insurance","Automatic","20,000 Kms","Second Owner","Petrol","141bhp",6,"11.67 kmpl","SUV","Delhi"
